d_ano,d_muni,d_nombmuni,d_provincia,d_nomsec,d_nomzon,dane_ant,d_nombinst,d_sede,d_nombsede,d_nomjor,d_grado,d_edad,d_genero,d_hombres,d_mujeres,d_tipo,metodo,sector,edad,etnia,discapa
2022,444,MATANZA,SOTO NORTE,OFICIAL,RURAL,4.68444E+11,COLEGIO TECNICO AGROPECUARIO  NUESTRA SEÑORA DE LA,468444000441A,COLEGIO TECNICO AGROPECUARIO  NUESTRA SEÑORA DE LA,MAÑANA,5,10,F,0,1,DESPLAZAMIENTO FORZADO,ESCUELA NUEVA,1,10,NINGUN GRUPO ETNICO,NO TIENE DISCAPACIDAD
2022,444,MATANZA,SOTO NORTE,OFICIAL,RURAL,4.68444E+11,COLEGIO TECNICO AGROPECUARIO  NUESTRA SEÑORA DE LA,468444000441A,COLEGIO TECNICO AGROPECUARIO  NUESTRA SEÑORA DE LA,MAÑANA,6,15,M,1,0,DESPLAZAMIENTO FORZADO,EDUCACION TRADICIONA,1,15,NINGUN GRUPO ETNICO,NO TIENE DISCAPACIDAD
2022,444,MATANZA,SOTO NORTE,OFICIAL,RURAL,4.68444E+11,COLEGIO TECNICO AGROPECUARIO  NUESTRA SEÑORA DE LA,468444000441A,COLEGIO TECNICO AGROPECUARIO  NUESTRA SEÑORA DE LA,MAÑANA,6,13,F,0,1,DESPLAZAMIENTO FORZADO,EDUCACION TRADICIONA,1,13,NINGUN GRUPO ETNICO,NO TIENE DISCAPACIDAD
2022,444,MATANZA,SOTO NORTE,OFICIAL,RURAL,4.68444E+11,COLEGIO TECNICO AGROPECUARIO  NUESTRA SEÑORA DE LA,468444000441A,COLEGIO TECNICO AGROPECUARIO  NUESTRA SEÑORA DE LA,MAÑANA,6,12,F,0,1,DESPLAZAMIENTO FORZADO,EDUCACION TRADICIONA,1,12,NINGUN GRUPO ETNICO,NO TIENE DISCAPACIDAD
2022,444,MATANZA,SOTO NORTE,OFICIAL,RURAL,4.68444E+11,COLEGIO TECNICO AGROPECUARIO  NUESTRA SEÑORA DE LA,468444000441A,COLEGIO TECNICO AGROPECUARIO  NUESTRA SEÑORA DE LA,MAÑANA,6,12,M,1,0,DESPLAZAMIENTO FORZADO,EDUCACION TRADICIONA,1,12,NINGUN GRUPO ETNICO,NO TIENE DISCAPACIDAD
2022,444,MATANZA,SOTO NORTE,OFICIAL,RURAL,4.68444E+11,COLEGIO TECNICO AGROPECUARIO  NUESTRA SEÑORA DE LA,468444000441A,COLEGIO TECNICO AGROPECUARIO  NUESTRA SEÑORA DE LA,MAÑANA,6,11,F,0,1,DESPLAZAMIENTO FORZADO,EDUCACION TRADICIONA,1,11,NINGUN GRUPO ETNICO,NO TIENE DISCAPACIDAD
2022,444,MATANZA,SOTO NORTE,OFICIAL,RURAL,4.68444E+11,COLEGIO TECNICO AGROPECUARIO  NUESTRA SEÑORA DE LA,468444000441A,COLEGIO TECNICO AGROPECUARIO  NUESTRA SEÑORA DE LA,MAÑANA,7,14,M,1,0,DESPLAZAMIENTO FORZADO,EDUCACION TRADICIONA,1,14,NINGUN GRUPO ETNICO,NO TIENE DISCAPACIDAD
2022,444,MATANZA,SOTO NORTE,OFICIAL,RURAL,4.68444E+11,COLEGIO TECNICO AGROPECUARIO  NUESTRA SEÑORA DE LA,468444000441A,COLEGIO TECNICO AGROPECUARIO  NUESTRA SEÑORA DE LA,MAÑANA,7,12,F,0,1,DESPLAZAMIENTO FORZADO,EDUCACION TRADICIONA,1,12,NINGUN GRUPO ETNICO,NO TIENE DISCAPACIDAD
2022,444,MATANZA,SOTO NORTE,OFICIAL,RURAL,4.68444E+11,COLEGIO TECNICO AGROPECUARIO  NUESTRA SEÑORA DE LA,468444000441A,COLEGIO TECNICO AGROPECUARIO  NUESTRA SEÑORA DE LA,MAÑANA,8,14,F,0,1,DESPLAZAMIENTO FORZADO,EDUCACION TRADICIONA,1,14,NINGUN GRUPO ETNICO,NO TIENE DISCAPACIDAD
2022,444,MATANZA,SOTO NORTE,OFICIAL,RURAL,4.68444E+11,COLEGIO TECNICO AGROPECUARIO  NUESTRA SEÑORA DE LA,468444000441A,COLEGIO TECNICO AGROPECUARIO  NUESTRA SEÑORA DE LA,MAÑANA,8,13,F,0,1,DESPLAZAMIENTO FORZADO,EDUCACION TRADICIONA,1,13,NINGUN GRUPO ETNICO,NO TIENE DISCAPACIDAD
2022,444,MATANZA,SOTO NORTE,OFICIAL,RURAL,4.68444E+11,COLEGIO TECNICO AGROPECUARIO  NUESTRA SEÑORA DE LA,468444000441A,COLEGIO TECNICO AGROPECUARIO  NUESTRA SEÑORA DE LA,MAÑANA,8,14,F,0,1,DESPLAZAMIENTO FORZADO,EDUCACION TRADICIONA,1,14,NINGUN GRUPO ETNICO,NO TIENE DISCAPACIDAD
2022,444,MATANZA,SOTO NORTE,OFICIAL,RURAL,4.68444E+11,COLEGIO TECNICO AGROPECUARIO  NUESTRA SEÑORA DE LA,468444000441A,COLEGIO TECNICO AGROPECUARIO  NUESTRA SEÑORA DE LA,MAÑANA,8,13,M,1,0,DESPLAZAMIENTO FORZADO,EDUCACION TRADICIONA,1,13,NINGUN GRUPO ETNICO,NO TIENE DISCAPACIDAD
2022,444,MATANZA,SOTO NORTE,OFICIAL,RURAL,4.68444E+11,COLEGIO TECNICO AGROPECUARIO  NUESTRA SEÑORA DE LA,468444000441A,COLEGIO TECNICO AGROPECUARIO  NUESTRA SEÑORA DE LA,MAÑANA,8,13,F,0,1,DESPLAZAMIENTO FORZADO,EDUCACION TRADICIONA,1,13,NINGUN GRUPO ETNICO,NO TIENE DISCAPACIDAD
2022,444,MATANZA,SOTO NORTE,OFICIAL,RURAL,4.68444E+11,COLEGIO TECNICO AGROPECUARIO  NUESTRA SEÑORA DE LA,468444000441A,COLEGIO TECNICO AGROPECUARIO  NUESTRA SEÑORA DE LA,MAÑANA,9,14,F,0,1,DESPLAZAMIENTO FORZADO,EDUCACION TRADICIONA,1,14,NINGUN GRUPO ETNICO,NO TIENE DISCAPACIDAD
2022,444,MATANZA,SOTO NORTE,OFICIAL,RURAL,4.68444E+11,COLEGIO TECNICO AGROPECUARIO  NUESTRA SEÑORA DE LA,468444000441A,COLEGIO TECNICO AGROPECUARIO  NUESTRA SEÑORA DE LA,MAÑANA,9,15,F,0,1,DESPLAZAMIENTO FORZADO,EDUCACION TRADICIONA,1,15,NINGUN GRUPO ETNICO,NO TIENE DISCAPACIDAD
2022,444,MATANZA,SOTO NORTE,OFICIAL,RURAL,4.68444E+11,COLEGIO TECNICO AGROPECUARIO  NUESTRA SEÑORA DE LA,468444000441A,COLEGIO TECNICO AGROPECUARIO  NUESTRA SEÑORA DE LA,MAÑANA,10,15,M,1,0,EN SITUACION DE DESPLAZAMIENTO,EDUCACION TRADICIONA,1,15,NINGUN GRUPO ETNICO,NO TIENE DISCAPACIDAD
2022,444,MATANZA,SOTO NORTE,OFICIAL,RURAL,4.68444E+11,COLEGIO TECNICO AGROPECUARIO  NUESTRA SEÑORA DE LA,468444000441A,COLEGIO TECNICO AGROPECUARIO  NUESTRA SEÑORA DE LA,MAÑANA,2,7,M,1,0,EN SITUACION DE DESPLAZAMIENTO,ESCUELA NUEVA,1,7,NINGUN GRUPO ETNICO,NO TIENE DISCAPACIDAD
2022,444,MATANZA,SOTO NORTE,OFICIAL,RURAL,4.68444E+11,COLEGIO TECNICO AGROPECUARIO  NUESTRA SEÑORA DE LA,468444000441A,COLEGIO TECNICO AGROPECUARIO  NUESTRA SEÑORA DE LA,MAÑANA,2,7,F,0,1,EN SITUACION DE DESPLAZAMIENTO,ESCUELA NUEVA,1,7,NINGUN GRUPO ETNICO,NO TIENE DISCAPACIDAD
2022,444,MATANZA,SOTO NORTE,OFICIAL,RURAL,4.68444E+11,COLEGIO TECNICO AGROPECUARIO  NUESTRA SEÑORA DE LA,468444000441A,COLEGIO TECNICO AGROPECUARIO  NUESTRA SEÑORA DE LA,MAÑANA,6,13,F,0,1,EN SITUACION DE DESPLAZAMIENTO,EDUCACION TRADICIONA,1,13,NINGUN GRUPO ETNICO,NO TIENE DISCAPACIDAD
2022,444,MATANZA,SOTO NORTE,OFICIAL,RURAL,4.68444E+11,COLEGIO TECNICO AGROPECUARIO  NUESTRA SEÑORA DE LA,468444000441A,COLEGIO TECNICO AGROPECUARIO  NUESTRA SEÑORA DE LA,MAÑANA,6,13,M,1,0,EN SITUACION DE DESPLAZAMIENTO,EDUCACION TRADICIONA,1,13,NINGUN GRUPO ETNICO,NO TIENE DISCAPACIDAD
2022,444,MATANZA,SOTO NORTE,OFICIAL,RURAL,4.68444E+11,COLEGIO TECNICO AGROPECUARIO  NUESTRA SEÑORA DE LA,468444000441A,COLEGIO TECNICO AGROPECUARIO  NUESTRA SEÑORA DE LA,MAÑANA,6,12,M,1,0,EN SITUACION DE DESPLAZAMIENTO,EDUCACION TRADICIONA,1,12,NINGUN GRUPO ETNICO,NO TIENE DISCAPACIDAD
2022,444,MATANZA,SOTO NORTE,OFICIAL,RURAL,4.68444E+11,COLEGIO TECNICO AGROPECUARIO  NUESTRA SEÑORA DE LA,468444000441A,COLEGIO TECNICO AGROPECUARIO  NUESTRA SEÑORA DE LA,MAÑANA,7,12,F,0,1,EN SITUACION DE DESPLAZAMIENTO,EDUCACION TRADICIONA,1,12,NINGUN GRUPO ETNICO,NO TIENE DISCAPACIDAD
2022,444,MATANZA,SOTO NORTE,OFICIAL,RURAL,4.68444E+11,COLEGIO TECNICO AGROPECUARIO  NUESTRA SEÑORA DE LA,468444000441A,COLEGIO TECNICO AGROPECUARIO  NUESTRA SEÑORA DE LA,MAÑANA,8,15,M,1,0,EN SITUACION DE DESPLAZAMIENTO,EDUCACION TRADICIONA,1,15,NINGUN GRUPO ETNICO,NO TIENE DISCAPACIDAD
2022,444,MATANZA,SOTO NORTE,OFICIAL,RURAL,4.68444E+11,COLEGIO TECNICO AGROPECUARIO  NUESTRA SEÑORA DE LA,468444000441A,COLEGIO TECNICO AGROPECUARIO  NUESTRA SEÑORA DE LA,MAÑANA,9,15,M,1,0,EN SITUACION DE DESPLAZAMIENTO,EDUCACION TRADICIONA,1,15,NINGUN GRUPO ETNICO,NO TIENE DISCAPACIDAD
2022,444,MATANZA,SOTO NORTE,OFICIAL,RURAL,4.68444E+11,COLEGIO TECNICO AGROPECUARIO  NUESTRA SEÑORA DE LA,468444000441A,COLEGIO TECNICO AGROPECUARIO  NUESTRA SEÑORA DE LA,MAÑANA,9,14,M,1,0,EN SITUACION DE DESPLAZAMIENTO,EDUCACION TRADICIONA,1,14,NINGUN GRUPO ETNICO,NO TIENE DISCAPACIDAD
2022,444,MATANZA,SOTO NORTE,OFICIAL,RURAL,4.68444E+11,COLEGIO TECNICO AGROPECUARIO  NUESTRA SEÑORA DE LA,468444000441A,COLEGIO TECNICO AGROPECUARIO  NUESTRA SEÑORA DE LA,MAÑANA,10,16,F,0,1,HOMICIDIO,EDUCACION TRADICIONA,1,16,NINGUN GRUPO ETNICO,NO TIENE DISCAPACIDAD
2022,444,MATANZA,SOTO NORTE,OFICIAL,RURAL,4.68444E+11,COLEGIO TECNICO AGROPECUARIO  NUESTRA SEÑORA DE LA,468444000441A,COLEGIO TECNICO AGROPECUARIO  NUESTRA SEÑORA DE LA,ÚNICA,11,19,F,0,1,DESPLAZAMIENTO FORZADO,EDUCACION TRADICIONA,1,19,NINGUN GRUPO ETNICO,NO TIENE DISCAPACIDAD
2022,444,MATANZA,SOTO NORTE,OFICIAL,RURAL,4.68444E+11,COLEGIO TECNICO AGROPECUARIO  NUESTRA SEÑORA DE LA,468444000441A,COLEGIO TECNICO AGROPECUARIO  NUESTRA SEÑORA DE LA,ÚNICA,11,18,F,0,1,DESPLAZAMIENTO FORZADO,EDUCACION TRADICIONA,1,18,NINGUN GRUPO ETNICO,NO TIENE DISCAPACIDAD
2022,444,MATANZA,SOTO NORTE,OFICIAL,RURAL,4.68444E+11,COLEGIO TECNICO AGROPECUARIO  NUESTRA SEÑORA DE LA,468444000441A,COLEGIO TECNICO AGROPECUARIO  NUESTRA SEÑORA DE LA,ÚNICA,11,16,M,1,0,EN SITUACION DE DESPLAZAMIENTO,EDUCACION TRADICIONA,1,16,NINGUN GRUPO ETNICO,NO TIENE DISCAPACIDAD
2022,444,MATANZA,SOTO NORTE,OFICIAL,RURAL,2.68444E+11,COLEGIO TECNICO AGROPECUARIO  NUESTRA SEÑORA DE LA,468444000441B,ESCUELA RURAL MAVEDA,MAÑANA,1,7,M,1,0,SIN INFORMACION,ESCUELA NUEVA,1,7,NINGUN GRUPO ETNICO,NO TIENE DISCAPACIDAD
2022,444,MATANZA,SOTO NORTE,OFICIAL,RURAL,2.68615E+11,COLEGIO TECNICO AGROPECUARIO  NUESTRA SEÑORA DE LA,468444000441D,ESCUELA RURAL EL LIBANO,MAÑANA,3,9,F,0,1,DESPLAZAMIENTO FORZADO,ESCUELA NUEVA,1,9,NINGUN GRUPO ETNICO,NO TIENE DISCAPACIDAD
2022,444,MATANZA,SOTO NORTE,OFICIAL,RURAL,2.68615E+11,COLEGIO TECNICO AGROPECUARIO  NUESTRA SEÑORA DE LA,468444000441E,ESCUELA RURAL PROVINCIAS,MAÑANA,0,6,F,0,1,DESPLAZAMIENTO FORZADO,ESCUELA NUEVA,1,6,NINGUN GRUPO ETNICO,NO TIENE DISCAPACIDAD
2022,444,MATANZA,SOTO NORTE,OFICIAL,RURAL,2.68615E+11,COLEGIO TECNICO AGROPECUARIO  NUESTRA SEÑORA DE LA,468444000441E,ESCUELA RURAL PROVINCIAS,MAÑANA,3,10,M,1,0,DESPLAZAMIENTO FORZADO,ESCUELA NUEVA,1,10,NINGUN GRUPO ETNICO,NO TIENE DISCAPACIDAD
2022,444,MATANZA,SOTO NORTE,OFICIAL,RURAL,2.68615E+11,COLEGIO TECNICO AGROPECUARIO  NUESTRA SEÑORA DE LA,468444000441E,ESCUELA RURAL PROVINCIAS,MAÑANA,5,11,F,0,1,DESPLAZAMIENTO FORZADO,ESCUELA NUEVA,1,11,NINGUN GRUPO ETNICO,NO TIENE DISCAPACIDAD
2022,444,MATANZA,SOTO NORTE,OFICIAL,RURAL,2.68615E+11,COLEGIO TECNICO AGROPECUARIO  NUESTRA SEÑORA DE LA,468444000441E,ESCUELA RURAL PROVINCIAS,MAÑANA,5,10,M,1,0,DESPLAZAMIENTO FORZADO,ESCUELA NUEVA,1,10,NINGUN GRUPO ETNICO,NO TIENE DISCAPACIDAD
2022,444,MATANZA,SOTO NORTE,OFICIAL,RURAL,2.68615E+11,COLEGIO TECNICO AGROPECUARIO  NUESTRA SEÑORA DE LA,468444000441E,ESCUELA RURAL PROVINCIAS,MAÑANA,6,12,F,0,1,DESPLAZAMIENTO FORZADO,POST PRIMARIA,1,12,NINGUN GRUPO ETNICO,NO TIENE DISCAPACIDAD
2022,444,MATANZA,SOTO NORTE,OFICIAL,RURAL,2.68615E+11,COLEGIO TECNICO AGROPECUARIO  NUESTRA SEÑORA DE LA,468444000441E,ESCUELA RURAL PROVINCIAS,MAÑANA,8,16,M,1,0,DESPLAZAMIENTO FORZADO,POST PRIMARIA,1,16,NINGUN GRUPO ETNICO,NO TIENE DISCAPACIDAD
2022,444,MATANZA,SOTO NORTE,OFICIAL,RURAL,2.68615E+11,COLEGIO TECNICO AGROPECUARIO  NUESTRA SEÑORA DE LA,468444000441E,ESCUELA RURAL PROVINCIAS,MAÑANA,8,15,F,0,1,DESPLAZAMIENTO FORZADO,POST PRIMARIA,1,15,NINGUN GRUPO ETNICO,NO TIENE DISCAPACIDAD
2022,444,MATANZA,SOTO NORTE,OFICIAL,RURAL,2.68615E+11,COLEGIO TECNICO AGROPECUARIO  NUESTRA SEÑORA DE LA,468444000441E,ESCUELA RURAL PROVINCIAS,MAÑANA,8,13,F,0,1,DESPLAZAMIENTO FORZADO,POST PRIMARIA,1,13,NINGUN GRUPO ETNICO,NO TIENE DISCAPACIDAD
2022,444,MATANZA,SOTO NORTE,OFICIAL,RURAL,2.68615E+11,COLEGIO TECNICO AGROPECUARIO  NUESTRA SEÑORA DE LA,468444000441E,ESCUELA RURAL PROVINCIAS,MAÑANA,9,15,F,0,1,DESPLAZAMIENTO FORZADO,POST PRIMARIA,1,15,NINGUN GRUPO ETNICO,NO TIENE DISCAPACIDAD
2022,444,MATANZA,SOTO NORTE,OFICIAL,RURAL,2.68615E+11,COLEGIO TECNICO AGROPECUARIO  NUESTRA SEÑORA DE LA,468444000441E,ESCUELA RURAL PROVINCIAS,MAÑANA,2,17,F,0,1,EN SITUACION DE DESPLAZAMIENTO,ESCUELA NUEVA,1,17,NINGUN GRUPO ETNICO,SORDOCEGUERA
2022,444,MATANZA,SOTO NORTE,OFICIAL,RURAL,2.68615E+11,COLEGIO TECNICO AGROPECUARIO  NUESTRA SEÑORA DE LA,468444000441E,ESCUELA RURAL PROVINCIAS,MAÑANA,6,13,M,1,0,EN SITUACION DE DESPLAZAMIENTO,POST PRIMARIA,1,13,NINGUN GRUPO ETNICO,NO TIENE DISCAPACIDAD
2022,444,MATANZA,SOTO NORTE,OFICIAL,RURAL,2.68615E+11,COLEGIO TECNICO AGROPECUARIO  NUESTRA SEÑORA DE LA,468444000441E,ESCUELA RURAL PROVINCIAS,MAÑANA,9,17,F,0,1,EN SITUACION DE DESPLAZAMIENTO,POST PRIMARIA,1,17,NINGUN GRUPO ETNICO,NO TIENE DISCAPACIDAD
2022,444,MATANZA,SOTO NORTE,OFICIAL,RURAL,2.68615E+11,COLEGIO TECNICO AGROPECUARIO  NUESTRA SEÑORA DE LA,468444000441E,ESCUELA RURAL PROVINCIAS,MAÑANA,9,15,M,1,0,EN SITUACION DE DESPLAZAMIENTO,POST PRIMARIA,1,15,NINGUN GRUPO ETNICO,NO TIENE DISCAPACIDAD
2022,444,MATANZA,SOTO NORTE,OFICIAL,RURAL,2.68615E+11,COLEGIO TECNICO AGROPECUARIO  NUESTRA SEÑORA DE LA,468444000441E,ESCUELA RURAL PROVINCIAS,MAÑANA,6,13,M,1,0,HIJOS DE ADULTOS DESMOVILIZADO,POST PRIMARIA,1,13,NINGUN GRUPO ETNICO,NO TIENE DISCAPACIDAD
2022,444,MATANZA,SOTO NORTE,OFICIAL,RURAL,2.68615E+11,COLEGIO TECNICO AGROPECUARIO  NUESTRA SEÑORA DE LA,468444000441E,ESCUELA RURAL PROVINCIAS,MAÑANA,1,7,F,0,1,SIN INFORMACION,ESCUELA NUEVA,1,7,NINGUN GRUPO ETNICO,NO TIENE DISCAPACIDAD
2022,444,MATANZA,SOTO NORTE,OFICIAL,RURAL,2.68615E+11,COLEGIO TECNICO AGROPECUARIO  NUESTRA SEÑORA DE LA,468444000441E,ESCUELA RURAL PROVINCIAS,MAÑANA,1,6,F,0,1,SIN INFORMACION,ESCUELA NUEVA,1,6,NINGUN GRUPO ETNICO,NO TIENE DISCAPACIDAD
2022,444,MATANZA,SOTO NORTE,OFICIAL,RURAL,2.68615E+11,COLEGIO TECNICO AGROPECUARIO  NUESTRA SEÑORA DE LA,468444000441F,ESCUELA RURAL ALTO BRAVO,MAÑANA,2,8,M,1,0,DESPLAZAMIENTO FORZADO,ESCUELA NUEVA,1,8,NINGUN GRUPO ETNICO,NO TIENE DISCAPACIDAD
2022,444,MATANZA,SOTO NORTE,OFICIAL,RURAL,2.68615E+11,COLEGIO TECNICO AGROPECUARIO  NUESTRA SEÑORA DE LA,468444000441F,ESCUELA RURAL ALTO BRAVO,MAÑANA,3,9,M,1,0,DESPLAZAMIENTO FORZADO,ESCUELA NUEVA,1,9,NINGUN GRUPO ETNICO,NO TIENE DISCAPACIDAD
2022,444,MATANZA,SOTO NORTE,OFICIAL,RURAL,2.68615E+11,COLEGIO TECNICO AGROPECUARIO  NUESTRA SEÑORA DE LA,468444000441F,ESCUELA RURAL ALTO BRAVO,MAÑANA,4,9,F,0,1,DESPLAZAMIENTO FORZADO,ESCUELA NUEVA,1,9,NINGUN GRUPO ETNICO,NO TIENE DISCAPACIDAD
2022,444,MATANZA,SOTO NORTE,OFICIAL,RURAL,2.68615E+11,COLEGIO TECNICO AGROPECUARIO  NUESTRA SEÑORA DE LA,468444000441F,ESCUELA RURAL ALTO BRAVO,MAÑANA,5,10,M,1,0,DESPLAZAMIENTO FORZADO,ESCUELA NUEVA,1,10,NINGUN GRUPO ETNICO,NO TIENE DISCAPACIDAD
2022,444,MATANZA,SOTO NORTE,OFICIAL,RURAL,2.68615E+11,COLEGIO TECNICO AGROPECUARIO  NUESTRA SEÑORA DE LA,468444000441G,ESCUELA RURAL EL FILO,MAÑANA,1,8,M,1,0,EN SITUACION DE DESPLAZAMIENTO,ESCUELA NUEVA,1,8,NINGUN GRUPO ETNICO,NO TIENE DISCAPACIDAD
2022,444,MATANZA,SOTO NORTE,OFICIAL,RURAL,2.68615E+11,COLEGIO TECNICO AGROPECUARIO  NUESTRA SEÑORA DE LA,468444000441I,ESCUELA RURAL SANTA MARTA,MAÑANA,1,6,M,1,0,DESPLAZAMIENTO FORZADO,ESCUELA NUEVA,1,6,NINGUN GRUPO ETNICO,NO TIENE DISCAPACIDAD
2022,444,MATANZA,SOTO NORTE,PRIVADO,RURAL,4.68444E+11,COLEGIO ADVENTISTA FILADELFIA,468444000521A,COLEGIO ADVENTISTA FILADELFIA,MAÑANA,5,11,M,1,0,EN SITUACION DE DESPLAZAMIENTO,EDUCACION TRADICIONA,2,11,NINGUN GRUPO ETNICO,NO TIENE DISCAPACIDAD
2022,444,MATANZA,SOTO NORTE,PRIVADO,RURAL,4.68444E+11,INSTITUTO CRISTIANO DE PROMOCION CAMPESINA ICPROC,468444001950A,INSTITUTO CRISTIANO DE PROMOCION CAMPESINA ICPROC,FIN DE SEMANA,23,23,M,1,0,EN SITUACION DE DESPLAZAMIENTO,SAT,2,23,NINGUN GRUPO ETNICO,NO TIENE DISCAPACIDAD
2022,444,MATANZA,SOTO NORTE,PRIVADO,RURAL,4.68444E+11,INSTITUTO CRISTIANO DE PROMOCION CAMPESINA ICPROC,468444001950A,INSTITUTO CRISTIANO DE PROMOCION CAMPESINA ICPROC,FIN DE SEMANA,26,29,F,0,1,EN SITUACION DE DESPLAZAMIENTO,SAT,2,29,NINGUN GRUPO ETNICO,NO TIENE DISCAPACIDAD
2022,464,MOGOTES,GUANENTA,OFICIAL,URBANA,1.68464E+11,INSTITUTO TECNICO ISAIAS ARDILA DIAZ,168464000788A,INSTITUTO TECNICO ISAIAS ARDILA DIAZ,MAÑANA,4,10,M,1,0,DESPLAZAMIENTO FORZADO,EDUCACION TRADICIONA,1,10,NINGUN GRUPO ETNICO,DISCAPACIDAD INTELECTUAL
2022,464,MOGOTES,GUANENTA,OFICIAL,URBANA,1.68464E+11,INSTITUTO TECNICO ISAIAS ARDILA DIAZ,168464000788A,INSTITUTO TECNICO ISAIAS ARDILA DIAZ,MAÑANA,5,10,M,1,0,DESPLAZAMIENTO FORZADO,EDUCACION TRADICIONA,1,10,NINGUN GRUPO ETNICO,NO TIENE DISCAPACIDAD
2022,464,MOGOTES,GUANENTA,OFICIAL,URBANA,1.68464E+11,INSTITUTO TECNICO ISAIAS ARDILA DIAZ,168464000788A,INSTITUTO TECNICO ISAIAS ARDILA DIAZ,MAÑANA,6,12,M,1,0,DESPLAZAMIENTO FORZADO,EDUCACION TRADICIONA,1,12,NINGUN GRUPO ETNICO,NO TIENE DISCAPACIDAD
2022,464,MOGOTES,GUANENTA,OFICIAL,URBANA,1.68464E+11,INSTITUTO TECNICO ISAIAS ARDILA DIAZ,168464000788A,INSTITUTO TECNICO ISAIAS ARDILA DIAZ,MAÑANA,2,10,M,1,0,EN SITUACION DE DESPLAZAMIENTO,EDUCACION TRADICIONA,1,10,NINGUN GRUPO ETNICO,NO TIENE DISCAPACIDAD
2022,464,MOGOTES,GUANENTA,OFICIAL,URBANA,1.68464E+11,INSTITUTO TECNICO ISAIAS ARDILA DIAZ,168464000788A,INSTITUTO TECNICO ISAIAS ARDILA DIAZ,MAÑANA,2,9,M,1,0,EN SITUACION DE DESPLAZAMIENTO,EDUCACION TRADICIONA,1,9,NINGUN GRUPO ETNICO,NO TIENE DISCAPACIDAD
2022,464,MOGOTES,GUANENTA,OFICIAL,URBANA,1.68464E+11,INSTITUTO TECNICO ISAIAS ARDILA DIAZ,168464000788A,INSTITUTO TECNICO ISAIAS ARDILA DIAZ,MAÑANA,4,10,M,1,0,EN SITUACION DE DESPLAZAMIENTO,EDUCACION TRADICIONA,1,10,NINGUN GRUPO ETNICO,NO TIENE DISCAPACIDAD
2022,464,MOGOTES,GUANENTA,OFICIAL,URBANA,1.68464E+11,INSTITUTO TECNICO ISAIAS ARDILA DIAZ,168464000788A,INSTITUTO TECNICO ISAIAS ARDILA DIAZ,MAÑANA,4,10,F,0,1,EN SITUACION DE DESPLAZAMIENTO,EDUCACION TRADICIONA,1,10,NINGUN GRUPO ETNICO,NO TIENE DISCAPACIDAD
2022,464,MOGOTES,GUANENTA,OFICIAL,URBANA,1.68464E+11,INSTITUTO TECNICO ISAIAS ARDILA DIAZ,168464000788A,INSTITUTO TECNICO ISAIAS ARDILA DIAZ,MAÑANA,4,10,F,0,1,EN SITUACION DE DESPLAZAMIENTO,EDUCACION TRADICIONA,1,10,NINGUN GRUPO ETNICO,NO TIENE DISCAPACIDAD
2022,464,MOGOTES,GUANENTA,OFICIAL,URBANA,1.68464E+11,INSTITUTO TECNICO ISAIAS ARDILA DIAZ,168464000788A,INSTITUTO TECNICO ISAIAS ARDILA DIAZ,MAÑANA,5,12,M,1,0,EN SITUACION DE DESPLAZAMIENTO,EDUCACION TRADICIONA,1,12,NINGUN GRUPO ETNICO,NO TIENE DISCAPACIDAD
2022,464,MOGOTES,GUANENTA,OFICIAL,URBANA,1.68464E+11,INSTITUTO TECNICO ISAIAS ARDILA DIAZ,168464000788A,INSTITUTO TECNICO ISAIAS ARDILA DIAZ,MAÑANA,5,10,F,0,1,EN SITUACION DE DESPLAZAMIENTO,EDUCACION TRADICIONA,1,10,NINGUN GRUPO ETNICO,NO TIENE DISCAPACIDAD
2022,464,MOGOTES,GUANENTA,OFICIAL,URBANA,1.68464E+11,INSTITUTO TECNICO ISAIAS ARDILA DIAZ,168464000788A,INSTITUTO TECNICO ISAIAS ARDILA DIAZ,MAÑANA,5,10,M,1,0,EN SITUACION DE DESPLAZAMIENTO,EDUCACION TRADICIONA,1,10,NINGUN GRUPO ETNICO,NO TIENE DISCAPACIDAD
2022,464,MOGOTES,GUANENTA,OFICIAL,URBANA,1.68464E+11,INSTITUTO TECNICO ISAIAS ARDILA DIAZ,168464000788A,INSTITUTO TECNICO ISAIAS ARDILA DIAZ,MAÑANA,6,11,M,1,0,EN SITUACION DE DESPLAZAMIENTO,EDUCACION TRADICIONA,1,11,NINGUN GRUPO ETNICO,NO TIENE DISCAPACIDAD
2022,464,MOGOTES,GUANENTA,OFICIAL,URBANA,1.68464E+11,INSTITUTO TECNICO ISAIAS ARDILA DIAZ,168464000788A,INSTITUTO TECNICO ISAIAS ARDILA DIAZ,MAÑANA,7,12,M,1,0,EN SITUACION DE DESPLAZAMIENTO,EDUCACION TRADICIONA,1,12,NINGUN GRUPO ETNICO,NO TIENE DISCAPACIDAD
2022,464,MOGOTES,GUANENTA,OFICIAL,URBANA,1.68464E+11,INSTITUTO TECNICO ISAIAS ARDILA DIAZ,168464000788A,INSTITUTO TECNICO ISAIAS ARDILA DIAZ,MAÑANA,7,15,M,1,0,EN SITUACION DE DESPLAZAMIENTO,EDUCACION TRADICIONA,1,15,NINGUN GRUPO ETNICO,NO TIENE DISCAPACIDAD
